Time_Stamp,ID,Energy _Stamp,Waste _Stamp,Event
1430.67,386,2036.11,22.6,Preprocessing2 (Begin)
1435.87,387,2037.33,22.6,Processing2 (Begin)
1435.87,388,2037.33,22.6,Processing2 (Begin)
1435.87,387,2045.13,22.75,Task Completed2
1439.01,389,2045.13,22.75,New Task
1439.01,389,2045.13,22.75,Assign the line1
1439.01,389,2045.13,22.75,Preprocessing1 (Begin)
1439.66,390,2088.13,22.75,New Task
1439.66,390,2088.13,22.75,Assign the line2
1439.66,390,2088.13,22.75,Preprocessing2 (Begin)
